Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
2/16/2021 7:53:36,4th year,Normal,51,Male,23,Mosque,Single,No,5,Good,Yes,No,No,Friends,No,No,Neutral,Yes,Yes,8
2/16/2021 7:55:36,1st year,Very bad,7,Male,20,Hall-Mess,Single,Yes,1,Good,Yes,No,Yes,Not applicable,Yes,No,Yes,No,No,5
2/16/2021 7:58:37,3rd year,Very bad,16,Male,22,Cousin's House,Single,Yes,1,Good,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,5
2/16/2021 8:00:37,3rd year,Very good,92,Male,22,Playground,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Neutral,No,No,9
2/16/2021 8:02:37,4th year,Very bad,8,Male,23,Friend's House,Single,No,3,Good,Yes,Yes,Yes,Family,Yes,Maybe,No,No,Yes,7
2/16/2021 8:04:37,1st year,Bad,26,Male,20,Mosque,Single,Yes,1,Normal,Yes,Yes,Yes,Friends,No,No,Neutral,Yes,Yes,3
2/16/2021 8:07:37,1st year,Bad,32,Male,20,Home,Single,No,3,Good,Yes,Yes,Yes,Family,No,Maybe,Neutral,No,No,7
2/16/2021 8:10:38,3rd year,Good,71,Male,22,Aunt's House,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Yes,No,No,8
4/7/2021 22:10:08,3rd year,Normal,69,Male,22,Department,Single,Yes,4,Good,Yes,Yes,No,Family,Not applicable,No,Neutral,Yes,No,8
4/7/2021 22:13:07,3rd year,Bad,21,Male,22,Hall-Mess,Single,Yes,3,Bad,Yes,Yes,No,Family,No,No,Yes,Yes,No,4
4/7/2021 22:16:08,1st year,Very good,93,Male,20,Playground,Single,Yes,3,Normal,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,No,10
4/7/2021 22:19:08,1st year,Very bad,7,Male,20,Cousin's House,Single,Yes,3,Bad,Yes,Yes,No,Family,No,Yes,No,Yes,Yes,3
4/7/2021 22:21:08,1st year,Very good,96,Male,20,Cousin's House,Single,Yes,5,Good,No,No,Yes,Friends,Yes,No,Neutral,No,No,8
4/7/2021 22:23:08,1st year,Very bad,7,Male,20,Playground,Single,Yes,1,Bad,Yes,Yes,No,Not applicable,Yes,No,Neutral,No,Yes,4
4/7/2021 22:26:08,1st year,Normal,52,Male,20,Town,Single,No,4,Good,No,Yes,Yes,Friends,No,Maybe,Neutral,Yes,Yes,7
4/7/2021 22:28:08,1st year,Very bad,8,Male,20,Tour,Single,No,1,Good,Yes,Yes,No,Not applicable,Not applicable,No,No,No,No,4
4/7/2021 22:30:08,1st year,Very good,100,Male,20,Town,Single,Yes,3,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,6
4/7/2021 22:33:09,1st year,Very good,99,Male,20,Restaurant,Single,Yes,5,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,9
4/7/2021 22:35:09,4th year,Very bad,9,Male,23,Home,Single,No,3,Normal,Yes,No,No,Family,Yes,Yes,No,No,No,3
4/7/2021 22:38:09,1st year,Very bad,5,Male,20,Home,Single,No,1,Bad,Yes,Yes,Yes,Friends,No,Maybe,No,No,No,3
4/7/2021 22:41:09,1st year,Bad,46,Male,20,Mosque,Single,No,2,Good,Yes,No,Yes,Family,Yes,No,Neutral,No,No,3
4/7/2021 22:43:09,4th year,Good,73,Male,23,Sister's House,Single,Yes,3,Good,No,No,Yes,Not applicable,Yes,No,Yes,No,No,7
4/7/2021 22:45:09,4th year,Very bad,5,Male,23,Department,Single,No,1,Normal,Yes,Yes,Yes,Family,No,Maybe,Yes,Yes,No,3
4/7/2021 22:48:10,4th year,Bad,24,Male,23,Playground,Single,No,2,Bad,Yes,Yes,Yes,Friends,Yes,Maybe,Yes,Yes,No,6
4/7/2021 22:50:10,2nd year,Very good,91,Male,21,Playground,Single,Yes,4,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,No,8
4/7/2021 22:53:10,4th year,Normal,56,Male,23,Home,Single,No,3,Normal,Yes,Yes,Yes,Family,Yes,Maybe,Neutral,No,Yes,8
4/7/2021 22:56:10,2nd year,Good,80,Male,21,Mosque,Single,Yes,4,Normal,No,No,Yes,Not applicable,Yes,No,Neutral,No,No,6
4/7/2021 22:58:10,4th year,Normal,65,Male,23,Sister's House,Single,Yes,5,Good,No,Yes,No,Not applicable,Yes,No,Yes,No,No,8
4/7/2021 23:01:10,4th year,Normal,62,Male,23,Cousin's House,Single,Yes,3,Good,Yes,No,No,Friends,Yes,Maybe,Neutral,No,Yes,7
4/7/2021 23:04:11,1st year,Very bad,7,Male,20,Home,Single,Yes,3,Bad,Yes,Yes,No,Friends,No,No,Neutral,No,No,6
4/7/2021 23:06:11,4th year,Bad,27,Male,23,Home,Single,No,2,Normal,Yes,Yes,Yes,Family,No,No,No,No,Yes,6
4/7/2021 23:09:11,4th year,Good,74,Male,23,Department,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,Yes,9
4/7/2021 23:11:11,4th year,Very bad,4,Male,23,Department,Single,Yes,2,Normal,Yes,Yes,Yes,Not applicable,No,No,Yes,No,Yes,3
4/7/2021 23:14:11,2nd year,Bad,44,Male,21,Playground,Single,No,2,Good,Yes,Yes,Yes,Family,Yes,No,Yes,No,Yes,7
4/7/2021 23:16:11,3rd year,Very bad,19,Male,22,Department,Single,No,1,Bad,Yes,No,No,Friends,No,No,Yes,Yes,Yes,7
4/7/2021 23:18:11,4th year,Bad,21,Male,23,Mosque,Single,Yes,1,Bad,Yes,Yes,Yes,Friends,Yes,No,No,Yes,Yes,5
4/7/2021 23:20:12,3rd year,Good,82,Male,22,Home,Single,Yes,5,Normal,No,Yes,Yes,Family,No,No,Yes,No,Yes,9
4/7/2021 23:22:12,4th year,Good,72,Male,23,Aunt's House,Single,Yes,3,Good,No,No,Yes,Not applicable,No,No,Neutral,No,Yes,10
4/7/2021 23:25:12,2nd year,Very good,94,Male,21,Sister's House,Single,Yes,5,Good,No,No,Yes,Family,No,No,Neutral,No,Yes,9
4/7/2021 23:27:12,2nd year,Normal,66,Male,21,Sister's House,Single,Yes,4,Normal,No,No,Yes,Family,No,No,Neutral,Yes,No,8
4/7/2021 23:30:14,2nd year,Very bad,14,Male,21,Town,Single,No,1,Bad,Yes,Yes,No,Family,No,Yes,No,Yes,No,4
4/7/2021 23:32:12,4th year,Very bad,5,Male,23,Mosque,Single,Yes,1,Bad,Yes,Yes,Yes,Family,No,Maybe,Yes,No,Yes,5
4/7/2021 23:35:13,2nd year,Very good,92,Male,21,Hall-Mess,Single,Yes,5,Normal,No,Yes,Yes,Friends,No,No,Neutral,No,Yes,7
4/7/2021 23:37:17,4th year,Good,87,Male,23,Cousin's House,Single,Yes,5,Normal,No,Yes,Yes,Friends,No,No,Yes,No,No,8
4/7/2021 23:40:21,2nd year,Very bad,8,Male,21,Playground,Single,No,2,Bad,Yes,No,Yes,Friends,Yes,No,Neutral,No,No,4
4/7/2021 23:42:21,4th year,Very bad,17,Male,23,Friend's House,Single,Yes,1,Good,Yes,Yes,Yes,Not applicable,No,Maybe,No,No,Yes,6
4/7/2021 23:45:23,2nd year,Bad,21,Male,21,Mosque,Single,Yes,3,Bad,Yes,No,Yes,Friends,Yes,No,No,Yes,No,5
4/7/2021 23:48:22,3rd year,Bad,45,Male,22,Home,Single,No,2,Good,Yes,No,No,Not applicable,Yes,Yes,Yes,Yes,No,6
4/7/2021 23:51:23,2nd year,Bad,44,Male,21,Aunt's House,Single,No,2,Bad,Yes,No,Yes,Not applicable,Not applicable,Maybe,Yes,Yes,Yes,5
4/7/2021 23:53:23,3rd year,Normal,52,Male,22,Department,Single,No,5,Normal,Yes,No,Yes,Family,Yes,Maybe,Yes,No,No,8
4/7/2021 23:56:23,3rd year,Very good,91,Male,22,Hall-Mess,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,9
4/7/2021 23:58:23,2nd year,Very good,96,Male,21,Playground,Single,Yes,4,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,6
4/8/2021 0:01:23,1st year,Normal,50,Male,20,Cousin's House,Single,No,5,Normal,Yes,No,Yes,Family,No,Maybe,Yes,No,No,8
4/8/2021 0:03:23,4th year,Very bad,3,Male,23,Cousin's House,Single,No,1,Good,Yes,Yes,Yes,Family,Not applicable,Yes,No,No,No,7
4/8/2021 0:05:23,1st year,Normal,61,Male,20,Playground,Single,Yes,4,Good,Yes,Yes,Yes,Family,Not applicable,No,Yes,Yes,Yes,7
4/8/2021 0:07:23,3rd year,Very bad,6,Male,22,Town,Single,No,3,Bad,Yes,No,No,Family,Not applicable,No,No,Yes,No,7
4/8/2021 0:10:24,2nd year,Very bad,19,Male,21,Tour,Single,No,1,Good,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,No,5
4/8/2021 0:13:24,4th year,Normal,62,Male,23,Town,Single,No,4,Good,Yes,Yes,Yes,Not applicable,No,No,Neutral,No,No,6
4/8/2021 0:16:24,1st year,Very bad,14,Male,20,Restaurant,Single,No,2,Normal,Yes,No,Yes,Not applicable,Not applicable,Yes,Neutral,Yes,No,7
4/8/2021 0:18:24,1st year,Very bad,14,Male,20,Home,Single,Yes,1,Bad,Yes,No,Yes,Friends,Not applicable,No,Neutral,Yes,Yes,5
4/8/2021 0:21:24,3rd year,Very bad,17,Male,22,Hall-Mess,Single,Yes,3,Normal,Yes,No,Yes,Not applicable,Yes,Yes,No,No,No,7
4/8/2021 0:24:24,1st year,Good,70,Male,20,Playground,Single,Yes,3,Good,No,No,Yes,Not applicable,No,No,Neutral,No,No,9
4/8/2021 0:26:24,4th year,Good,74,Male,23,Playground,Single,Yes,5,Good,No,Yes,Yes,Friends,Not applicable,No,Yes,No,Yes,8
4/8/2021 0:28:24,4th year,Very good,93,Male,23,Department,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Neutral,No,No,10
4/8/2021 0:30:25,3rd year,Normal,55,Male,22,Aunt's House,Single,Yes,3,Normal,Yes,Yes,Yes,Friends,No,No,Yes,Yes,No,7
4/8/2021 0:32:25,2nd year,Bad,35,Male,21,Mosque,Single,Yes,1,Bad,Yes,No,No,Family,Yes,Maybe,Yes,Yes,Yes,5
4/8/2021 0:34:25,1st year,Very good,90,Male,20,Restaurant,Single,Yes,4,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,No,10
4/8/2021 0:36:25,2nd year,Good,80,Male,21,Restaurant,Single,Yes,3,Normal,No,Yes,Yes,Family,Yes,No,Neutral,No,Yes,10
4/8/2021 0:39:25,4th year,Very good,96,Male,23,Mosque,Single,Yes,4,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,6
4/8/2021 0:41:25,4th year,Normal,63,Male,23,Friend's House,Single,Yes,3,Good,No,Yes,No,Friends,Not applicable,No,Yes,No,No,7
4/8/2021 0:43:25,3rd year,Bad,28,Male,22,Town,Single,Yes,2,Good,Yes,No,No,Not applicable,Yes,Yes,No,Yes,No,7
4/8/2021 0:46:25,1st year,Normal,61,Male,20,Restaurant,Single,No,4,Normal,No,Yes,Yes,Friends,No,No,Neutral,No,Yes,7
4/8/2021 0:48:26,2nd year,Good,81,Male,21,Department,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,7
4/8/2021 0:51:25,2nd year,Good,72,Male,21,Sister's House,Single,Yes,3,Good,No,No,Yes,Not applicable,No,No,Yes,No,No,9
4/8/2021 0:54:26,1st year,Very bad,19,Male,20,Department,Single,No,2,Normal,Yes,No,No,Not applicable,No,Maybe,Neutral,No,No,3
4/8/2021 0:57:26,1st year,Bad,33,Male,20,Hall-Mess,Single,Yes,3,Good,Yes,Yes,No,Friends,Not applicable,Yes,No,Yes,No,7
4/8/2021 1:00:26,4th year,Normal,66,Male,23,Playground,Single,Yes,3,Normal,Yes,No,No,Not applicable,Yes,Maybe,Yes,No,Yes,8
4/8/2021 1:03:26,2nd year,Very good,94,Male,21,Sister's House,Single,Yes,4,Normal,No,Yes,Yes,Friends,No,No,Yes,No,No,8
4/8/2021 1:05:26,4th year,Good,86,Male,23,Friend's House,Single,Yes,5,Normal,No,Yes,Yes,Friends,No,No,Neutral,No,No,6
4/8/2021 1:07:26,3rd year,Normal,61,Male,22,Sister's House,Single,Yes,4,Good,Yes,Yes,No,Not applicable,Yes,Maybe,Yes,No,Yes,8
4/8/2021 1:10:26,4th year,Normal,66,Male,23,Friend's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,Yes,Yes,7
4/8/2021 1:12:26,4th year,Good,79,Male,23,Tour,Single,Yes,4,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,7
4/8/2021 1:14:27,2nd year,Bad,25,Male,21,Hall-Mess,Single,No,2,Good,Yes,Yes,No,Friends,No,No,Yes,No,Yes,7
4/8/2021 1:17:27,4th year,Very bad,13,Male,23,Hall-Mess,Single,No,3,Normal,Yes,Yes,Yes,Family,Yes,Maybe,Yes,No,No,3
4/8/2021 1:20:27,3rd year,Normal,51,Male,22,Department,Single,Yes,4,Good,Yes,No,Yes,Not applicable,Yes,No,Neutral,Yes,No,6
4/8/2021 1:23:27,3rd year,Bad,24,Male,22,Hall-Mess,Single,Yes,2,Normal,Yes,No,Yes,Family,Yes,Maybe,Yes,No,Yes,4
4/8/2021 1:25:27,2nd year,Normal,58,Male,21,Playground,Single,Yes,4,Normal,Yes,Yes,No,Family,Not applicable,Maybe,Neutral,Yes,Yes,7
4/8/2021 1:27:27,1st year,Very good,99,Male,20,Department,Single,Yes,5,Normal,No,Yes,Yes,Family,No,No,Yes,No,No,7
4/8/2021 1:29:27,1st year,Very bad,3,Male,20,Hall-Mess,Single,No,2,Good,Yes,Yes,Yes,Not applicable,No,Maybe,Neutral,Yes,Yes,7
4/8/2021 1:31:27,3rd year,Normal,59,Male,22,Sister's House,Single,No,4,Normal,No,No,No,Friends,Yes,Maybe,Yes,Yes,No,7
4/8/2021 1:34:27,4th year,Bad,25,Male,23,Department,Single,No,2,Good,Yes,Yes,Yes,Family,Yes,No,Neutral,Yes,Yes,6
4/8/2021 1:37:28,2nd year,Bad,27,Male,21,Department,Single,Yes,1,Normal,Yes,Yes,Yes,Friends,Yes,Maybe,No,Yes,Yes,3
4/8/2021 1:40:28,3rd year,Normal,68,Male,22,Sister's House,Single,Yes,3,Good,Yes,Yes,Yes,Family,No,No,Yes,Yes,No,6
4/8/2021 1:42:28,3rd year,Very good,94,Male,22,Tour,Single,Yes,3,Good,No,Yes,Yes,Friends,No,No,Yes,No,Yes,10
4/8/2021 1:44:28,4th year,Very good,97,Male,23,Mosque,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,8
4/8/2021 1:47:28,2nd year,Very bad,18,Male,21,Mosque,Single,Yes,1,Good,Yes,No,No,Family,No,No,Yes,No,Yes,5
4/8/2021 1:50:28,3rd year,Normal,62,Male,22,Tour,Single,Yes,3,Normal,Yes,No,Yes,Family,Not applicable,No,Yes,Yes,Yes,8
4/8/2021 1:52:28,1st year,Very good,92,Male,20,Cousin's House,Single,Yes,4,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,9
4/8/2021 1:55:28,3rd year,Good,88,Male,22,Friend's House,Single,Yes,5,Good,No,No,Yes,Family,No,No,Neutral,No,No,7
4/8/2021 1:58:29,3rd year,Good,86,Male,22,Friend's House,Single,Yes,4,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,9
4/8/2021 2:00:28,4th year,Normal,61,Male,23,Aunt's House,Single,No,4,Normal,Yes,Yes,Yes,Friends,Not applicable,No,Yes,Yes,Yes,6
4/8/2021 2:02:29,1st year,Very bad,9,Male,20,Sister's House,Single,No,1,Bad,Yes,Yes,Yes,Family,Not applicable,Maybe,Neutral,No,Yes,6
4/8/2021 2:04:29,3rd year,Very good,98,Male,22,Town,Single,Yes,5,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,Yes,9
4/8/2021 2:06:29,3rd year,Bad,32,Male,22,Tour,Single,Yes,3,Normal,Yes,No,Yes,Family,No,Yes,Neutral,No,No,7
4/8/2021 2:08:29,2nd year,Very good,98,Male,21,Town,Single,Yes,3,Normal,No,No,Yes,Not applicable,Yes,No,Neutral,No,No,7
4/8/2021 2:11:29,4th year,Good,78,Male,23,Mosque,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,Yes,6
4/8/2021 2:13:29,2nd year,Very bad,19,Male,21,Mosque,Single,No,2,Normal,Yes,No,Yes,Friends,No,Yes,No,No,No,3
4/8/2021 2:16:29,3rd year,Bad,41,Male,22,Home,Single,No,1,Normal,Yes,Yes,No,Friends,No,Maybe,Neutral,No,Yes,5
4/8/2021 2:19:30,2nd year,Very bad,15,Male,21,Playground,Single,Yes,2,Bad,Yes,Yes,No,Not applicable,Yes,Yes,No,No,No,5
4/8/2021 2:22:30,2nd year,Normal,52,Male,21,Tour,Single,No,5,Good,No,Yes,Yes,Friends,No,Maybe,Neutral,No,Yes,7
4/8/2021 2:24:30,2nd year,Good,89,Male,21,Playground,Single,Yes,4,Good,No,Yes,Yes,Friends,No,No,Neutral,No,Yes,9
4/8/2021 2:26:30,2nd year,Very bad,17,Male,21,Mosque,Single,Yes,3,Good,Yes,No,Yes,Friends,Not applicable,Yes,Neutral,No,Yes,6
4/8/2021 2:28:30,3rd year,Very good,94,Male,22,Hall-Mess,Single,Yes,4,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,Yes,10
4/8/2021 2:31:30,4th year,Normal,53,Male,23,Tour,Single,Yes,3,Good,Yes,No,No,Not applicable,Yes,No,Yes,No,Yes,6
4/8/2021 2:34:30,3rd year,Normal,50,Male,22,Home,Single,Yes,4,Normal,No,No,No,Friends,Yes,No,Neutral,No,No,6
4/8/2021 2:37:30,1st year,Very good,95,Male,20,Mosque,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Neutral,No,No,7
4/8/2021 2:39:31,1st year,Normal,60,Male,20,Town,Single,Yes,5,Normal,No,No,No,Family,No,No,Yes,Yes,Yes,6
4/8/2021 2:41:31,2nd year,Very good,94,Male,21,Town,Single,Yes,4,Good,No,No,Yes,Friends,No,No,Yes,No,Yes,7
4/8/2021 2:43:31,2nd year,Good,73,Male,21,Restaurant,Single,Yes,5,Good,No,No,Yes,Friends,Yes,No,Neutral,No,No,9
4/8/2021 2:46:31,3rd year,Very bad,5,Male,22,Restaurant,Single,No,2,Good,Yes,No,No,Friends,No,Yes,Neutral,Yes,Yes,7
4/8/2021 2:49:31,2nd year,Very bad,4,Male,21,Mosque,Single,Yes,1,Good,Yes,Yes,Yes,Not applicable,No,Maybe,No,No,No,3
4/8/2021 2:51:31,3rd year,Very bad,16,Male,22,Aunt's House,Single,Yes,1,Normal,Yes,Yes,Yes,Family,No,No,Neutral,Yes,No,7
4/8/2021 2:53:31,3rd year,Very bad,3,Male,22,Friend's House,Single,Yes,2,Normal,Yes,Yes,No,Not applicable,Yes,No,Neutral,No,Yes,3
4/8/2021 2:56:31,1st year,Normal,57,Male,20,Playground,Single,No,3,Normal,Yes,Yes,No,Friends,No,Maybe,Neutral,No,Yes,7
4/8/2021 2:58:32,1st year,Very bad,7,Male,20,Restaurant,Single,Yes,3,Normal,Yes,No,No,Family,No,No,Neutral,Yes,Yes,7
4/8/2021 3:01:32,4th year,Very good,98,Male,23,Tour,Single,Yes,5,Normal,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,No,6
4/8/2021 3:04:32,2nd year,Normal,67,Male,21,Restaurant,Single,No,4,Good,Yes,No,No,Family,Yes,Maybe,Yes,Yes,Yes,7
4/8/2021 3:07:32,2nd year,Very good,91,Male,21,Home,Single,Yes,4,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,Yes,8
4/8/2021 3:09:32,2nd year,Normal,56,Male,21,Sister's House,Single,No,4,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,Yes,No,8
4/8/2021 3:12:32,4th year,Very bad,18,Male,23,Town,Single,Yes,2,Bad,Yes,No,No,Not applicable,No,No,No,No,No,3
4/8/2021 3:14:32,4th year,Normal,56,Male,23,Home,Single,Yes,3,Normal,Yes,No,No,Family,Not applicable,No,Neutral,Yes,Yes,8
4/8/2021 3:16:32,3rd year,Very good,91,Male,22,Hall-Mess,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,7
4/8/2021 3:18:32,3rd year,Very good,95,Male,22,Aunt's House,Single,Yes,5,Normal,No,Yes,Yes,Family,No,No,Yes,No,Yes,9
4/8/2021 3:21:32,2nd year,Normal,51,Male,21,Tour,Single,Yes,5,Good,Yes,Yes,No,Family,Yes,Maybe,Neutral,Yes,Yes,7
4/8/2021 3:24:32,1st year,Very good,91,Male,20,Tour,Single,Yes,5,Normal,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,10
4/8/2021 3:26:33,3rd year,Very bad,18,Male,22,Department,Single,No,1,Bad,Yes,No,Yes,Family,Yes,Maybe,Neutral,No,No,7
4/8/2021 3:29:33,1st year,Very bad,17,Male,20,Home,Single,Yes,1,Normal,Yes,Yes,No,Friends,Not applicable,No,No,Yes,Yes,5
4/8/2021 3:32:33,3rd year,Normal,69,Male,22,Tour,Single,No,5,Good,No,No,Yes,Not applicable,Not applicable,No,Yes,No,No,6
4/8/2021 3:35:33,3rd year,Very good,93,Male,22,Aunt's House,Single,Yes,3,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,No,Yes,8
4/8/2021 3:37:33,1st year,Good,74,Male,20,Town,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
4/8/2021 3:39:33,2nd year,Normal,64,Male,21,Town,Single,Yes,3,Good,Yes,Yes,Yes,Friends,Not applicable,Maybe,Yes,No,No,6
4/8/2021 3:42:33,4th year,Bad,29,Male,23,Playground,Single,Yes,3,Normal,Yes,Yes,No,Not applicable,Yes,Yes,Yes,No,Yes,3
4/8/2021 3:44:33,4th year,Very good,94,Male,23,Home,Single,Yes,4,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8
4/8/2021 3:46:34,2nd year,Very bad,11,Male,21,Home,Single,No,2,Normal,Yes,No,Yes,Friends,Yes,Maybe,Neutral,Yes,Yes,6
4/8/2021 3:49:34,3rd year,Bad,29,Male,22,Playground,Single,Yes,1,Bad,Yes,No,Yes,Not applicable,No,Yes,Neutral,No,No,4
4/8/2021 3:52:34,2nd year,Normal,66,Male,21,Home,Single,No,3,Good,No,No,No,Friends,Not applicable,Maybe,Neutral,No,No,6
4/8/2021 3:55:34,2nd year,Very good,92,Male,21,Playground,Single,Yes,5,Normal,No,No,Yes,Friends,No,No,Yes,No,Yes,10
4/8/2021 3:57:34,2nd year,Very good,94,Male,21,Department,Single,Yes,5,Good,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,No,6
4/8/2021 3:59:34,4th year,Very bad,4,Male,23,Town,Single,Yes,1,Good,Yes,No,Yes,Not applicable,Yes,Maybe,Yes,Yes,Yes,4
4/8/2021 4:02:34,4th year,Very bad,19,Male,23,Town,Single,No,2,Bad,Yes,No,Yes,Friends,Yes,No,Neutral,Yes,Yes,7
4/8/2021 4:05:34,1st year,Very good,100,Male,20,Playground,Single,Yes,4,Good,No,No,Yes,Not applicable,No,No,Yes,No,Yes,9
4/8/2021 4:08:35,3rd year,Good,78,Male,22,Hall-Mess,Single,Yes,3,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,No,6
4/8/2021 4:10:35,4th year,Normal,70,Male,23,Hall-Mess,Single,Yes,5,Good,No,No,No,Not applicable,No,No,Yes,No,No,6
4/8/2021 4:13:35,3rd year,Very good,91,Male,22,Home,Single,Yes,5,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,Yes,7
4/8/2021 4:15:35,3rd year,Very bad,15,Male,22,Playground,Single,Yes,1,Normal,Yes,No,No,Not applicable,No,Maybe,No,Yes,No,4
4/8/2021 4:17:35,3rd year,Very good,92,Male,22,Department,Single,Yes,4,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,10
4/8/2021 4:19:35,4th year,Bad,29,Male,23,Town,Single,Yes,1,Normal,Yes,Yes,No,Family,No,Maybe,Yes,Yes,No,5
4/8/2021 4:21:35,3rd year,Normal,63,Male,22,Town,Single,No,4,Normal,No,No,No,Friends,No,Maybe,Yes,Yes,No,6
4/8/2021 4:24:35,1st year,Normal,58,Male,20,Playground,Single,No,3,Normal,Yes,Yes,Yes,Not applicable,Yes,Maybe,Neutral,No,Yes,8
4/8/2021 4:26:35,2nd year,Normal,63,Male,21,Tour,Single,No,3,Good,Yes,Yes,No,Not applicable,Yes,Maybe,Neutral,No,No,6
4/8/2021 4:28:35,1st year,Bad,27,Male,20,Playground,Single,No,3,Bad,Yes,No,No,Family,Not applicable,Maybe,No,Yes,Yes,6
4/8/2021 4:31:36,3rd year,Good,74,Male,22,Tour,Single,Yes,4,Normal,No,Yes,Yes,Friends,No,No,Yes,No,Yes,6
4/8/2021 4:34:36,4th year,Good,81,Male,23,Playground,Single,Yes,5,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,8
4/8/2021 4:36:36,4th year,Very bad,10,Male,23,Department,Single,No,1,Good,Yes,Yes,No,Not applicable,Yes,No,Neutral,No,No,5
4/8/2021 4:39:36,4th year,Normal,58,Male,23,Town,Single,Yes,4,Good,No,Yes,Yes,Friends,No,No,Neutral,Yes,No,7
4/8/2021 4:42:36,3rd year,Good,72,Male,22,Hall-Mess,Single,Yes,5,Good,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,No,7
4/8/2021 4:44:36,1st year,Very bad,5,Male,20,Department,Single,Yes,3,Good,Yes,No,Yes,Friends,No,No,No,No,Yes,5
4/8/2021 4:47:36,2nd year,Bad,35,Male,21,Department,Single,Yes,2,Normal,Yes,Yes,Yes,Friends,Not applicable,Yes,No,No,Yes,4
4/8/2021 4:49:36,3rd year,Bad,23,Male,22,Town,Single,No,1,Normal,Yes,No,No,Family,Not applicable,Yes,Yes,No,No,5
4/8/2021 4:52:36,1st year,Normal,51,Male,20,Playground,Single,Yes,3,Normal,Yes,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,7
4/8/2021 8:28:06,4th year,Good,80,Male,23,Department,Single,Yes,4,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,No,10
4/8/2021 8:30:06,3rd year,Good,73,Male,22,Town,Single,Yes,4,Good,No,Yes,Yes,Family,No,No,Yes,No,No,7
4/8/2021 8:33:06,4th year,Normal,53,Male,23,Department,Single,Yes,4,Normal,Yes,Yes,No,Friends,Yes,Maybe,Yes,Yes,No,6
4/8/2021 8:35:06,2nd year,Good,82,Male,21,Mosque,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,No,10
4/8/2021 8:37:06,1st year,Very good,95,Male,20,Playground,Single,Yes,4,Good,No,No,Yes,Family,Not applicable,No,Neutral,No,Yes,10
4/8/2021 8:39:06,1st year,Normal,54,Male,20,Playground,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Not applicable,No,Yes,Yes,Yes,6
4/8/2021 8:41:07,4th year,Very bad,12,Male,23,Playground,Single,Yes,1,Good,Yes,No,No,Friends,Not applicable,No,Yes,Yes,Yes,3
